group,trial,producer,phase_bytes,throughput_MB_s,write_syscall_s,max_write_ms,eagain_count,partial_count,write_calls,blocked_s,max_backpressure_wait_ms,syscall_s_per_GiB,eagain_per_GiB,partial_per_GiB
256-post,3,8,194713220,3.2450342847010107,1.749687672,0.516625,189428,189681,426681,57.892956838,13.658375,9.648614677337234,1044596.593064775,1045991.7560715395
256-post,3,9,194587754,3.2429436288596416,1.788973523,1.977041,189124,189436,426101,57.852486049,4.6195,9.871616554419585,1043592.6441813805,1045314.2707596286
256-post,3,10,194154680,3.23572689690021,1.785461709,0.539792,188979,189201,425615,57.857899787,4.13725,9.874214271341886,1045118.5423791793,1046346.2783520026
256-post,3,11,193853729,3.230710794366255,1.775620192,2.023375,188406,188742,424510,57.867782584,5.80125,9.835032183927245,1043567.2459648377,1045428.325732171
256-post,3,12,193540048,3.2254837753656593,1.782515759,2.842333,188100,188462,423847,57.857888412,4.883166,9.88922831298153,1043560.9538259492,1045569.2954808403
256-post,3,13,193285820,3.221246131742033,1.768135387,0.438375,187758,188124,423105,57.876822485,9.394167,9.822349697025503,1043033.6658456994,1045066.869872689
256-post,3,14,193105703,3.218244138856384,1.760374939,0.396208,187714,188043,422936,57.88663126,10.729084,9.788360305059188,1043761.885946662,1045591.2522191642
256-post,3,15,192770426,3.21265618750098,1.724786091,0.372917,187299,187634,422030,57.921727867,7.047041,9.607152932059039,1043265.6817045992,1045131.6500406343
256-post,4,0,202140381,3.3689931547768106,1.731139232,0.604166,196319,196678,442383,57.897897076,4.242625,9.195572835917625,1042819.4510321814,1044726.4095177103
256-post,4,1,198431825,3.307183634119888,1.663606367,0.49575,192977,193258,434715,57.97126606,6.088667,9.002002248986994,1044225.017685787,1045745.5472306018
256-post,4,2,198550478,3.309161451840217,1.706186131,0.53675,193024,193367,434900,57.928777735,3.741792,9.22688994172778,1043855.1643062576,1045710.0752051979
256-post,4,3,197038155,3.2839558405136513,1.683244619,0.550708,191739,192008,431887,57.954905334,5.470667,9.172691184827858,1044864.5522078503,1046330.4436777334
256-post,4,4,196048922,3.267468908999882,1.698935859,0.611375,190677,190939,429514,57.94190599,5.609333,9.304914658503794,1044320.303759936,1045755.2535419501
256-post,4,5,195234088,3.253887854569142,1.67981239,0.52425,189894,190141,427734,57.962194606,5.329375,9.238575282080859,1044372.588902897,1045731.031136243
256-post,4,6,194535452,3.2422446724294662,1.674074428,0.581833,189242,189458,426228,57.969386561,3.790708,9.240083035520316,1044524.5232596884,1045716.7390311562
256-post,4,7,194068026,3.234454485627506,1.70782641,0.91925,188679,188959,425052,57.93351825,5.870459,9.449081759345416,1043925.3584745382,1045474.5457204578
256-post,4,8,193342347,3.2223591309155926,1.700481438,0.478375,188177,188396,423810,57.944821655,5.663792,9.443756472637952,1045055.666024619,1046271.8996284037
256-post,4,9,192948073,3.2157879247432444,1.70685002,0.895167,187665,187926,422731,57.936747797,5.679416,9.49849472593197,1044341.9116238595,1045794.3574125459
256-post,4,10,192571901,3.209518524307384,1.695954289,0.478,187375,187624,422048,57.951299596,5.2825,9.45629680257185,1044764.9590996144,1046153.3325475974
256-post,4,11,192296337,3.2049265576173105,1.690103697,0.650917,187095,187357,421433,57.956437531,4.824917,9.437179379895953,1044698.6650675514,1046161.617312388
256-post,4,12,191834991,3.1972355690144583,1.684425136,0.502708,186776,186980,420625,57.963643263,10.962875,9.428090821658746,1045425.5601337297,1046567.3921371311
256-post,4,13,191703894,3.1950519600395615,1.672176548,0.41225,186573,186813,420223,57.975917287,4.910792,9.365933363354339,1045003.4641922923,1046347.7146004766
256-post,4,14,191464777,3.191066001451727,1.671946774,0.544708,186355,186574,419707,57.9766659,5.003083,9.376341731751923,1045085.9983062054,1046314.158718478
256-post,4,15,191471789,3.1911840909017806,1.638491838,0.475708,186197,186472,419449,58.009731096,4.910792,9.188388659925419,1044161.6879828078,1045703.8420679717
256-post,5,0,198739867,3.31231930272782,1.718389619,0.674041,192935,193301,434792,57.914537892,15.441666,9.284029579468951,1042379.5785947668,1044356.9851086999
256-post,5,1,195410519,3.2568304758656517,1.684043066,0.613916,189840,190185,427767,57.953962042,15.657,9.253480737039506,1043132.9332284308,1045028.6394123952
256-post,5,2,195433702,3.2572170749808067,1.71043435,0.633708,190016,190272,428036,57.928381709,18.121042,9.397380697425742,1043976.163482714,1045382.6655554425
256-post,5,3,194310508,3.238496916027666,1.701575736,2.457042,188926,189208,425607,57.936601041,19.130458,9.402749512891925,1043987.5327845059,1045545.8385986619
256-post,5,4,193300426,3.2216622760712155,1.714349538,0.620459,188047,188290,423564,57.928438721,17.206542,9.522838816225255,1044560.1851789401,1045909.9973269588
256-post,5,5,192563686,3.209383266376629,1.709754457,0.906417,187267,187539,421853,57.935429067,15.562042,9.533650437348346,1044207.3182739554,1045723.999753183
256-post,5,6,191943565,3.199048379949756,1.711616073,0.658041,186649,186923,420467,57.930733364,13.681792,9.574865217339989,1044123.7647522906,1045656.5343441026
256-post,5,7,191199851,3.1866528176049504,1.709934702,0.58275,185929,186174,418816,57.937668458,17.341833,9.602666509642711,1044141.7320691113,1045517.6052484267
256-post,5,8,190722962,3.178704484040375,1.717469281,0.63475,185414,185739,417750,57.92843505,17.271667,9.669095839885859,1043853.1599311886,1045682.861447674
256-post,5,9,190146427,3.1690957079221183,1.693891535,0.510166,185023,185267,416746,57.955158275,35.383,9.565271433941064,1044810.2372281337,1046188.0859165868
256-post,5,10,189888215,3.164792981276846,1.710441454,0.787583,184795,185018,416206,57.938183995,15.627708,9.671861556353942,1044941.7325139425,1046202.708224057
256-post,5,11,189568853,3.159469877846592,1.717000992,0.496,184415,184665,415395,57.933195225,15.326875,9.725309552618802,1044549.7524477821,1045965.7838883479
256-post,5,12,189131422,3.1521790713583275,1.664073186,0.535208,183918,184205,414331,57.985687501,15.506417,9.44731953638635,1044144.0491386566,1045773.4129970217
256-post,5,13,189051384,3.1508458446664207,1.69914927,1.428375,183792,184080,414060,57.942948322,14.933458,9.650538376476886,1043870.4713032305,1045506.2046090072
256-post,5,14,188751400,3.1458453416234367,1.698144255,0.520458,183446,183737,413298,57.952573403,15.595791,9.66015886387503,1043561.2273366131,1045216.626294099
256-post,5,15,188837867,3.1472865580112765,1.675617933,1.2365,183611,183904,413651,57.971298187,15.390375,9.527649746787967,1044021.5894117465,1045687.6024812121
